,top_parent,second_level,third_level,fourth_level,fifth_level
5590,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Brickmasons, blockmasons, and stonemasons",Stonemasons
5591,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Brickmasons and blockmasons,Brickmasons and blockmasons
5592,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Stonemasons,Stonemasons
5593,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Carpenters,Carpenters
5594,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Carpet, floor, and tile installers and finishers",Carpet installers
5595,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Carpet, floor, and tile installers and finishers","Floor layers, except carpet, wood, and hard tiles"
5596,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Carpet, floor, and tile installers and finishers",Floor sanders and finishers
5597,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Carpet, floor, and tile installers and finishers",Tile and stone setters
5598,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Carpet installers,Carpet installers
5599,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Floor layers, except carpet, wood, and hard tiles","Floor layers, except carpet, wood, and hard tiles"
5600,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Floor sanders and finishers,Floor sanders and finishers
5601,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Tile and stone setters,Tile and stone setters
5602,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Cement masons, concrete finishers, and terrazzo workers",Cement masons and concrete finishers
5603,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Cement masons, concrete finishers, and terrazzo workers",Terrazzo workers and finishers
5604,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Cement masons and concrete finishers,Cement masons and concrete finishers
5605,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Terrazzo workers and finishers,Terrazzo workers and finishers
5606,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Construction laborers,Construction laborers
5607,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Construction equipment operators,"Paving, surfacing, and tamping equipment operators"
5608,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Construction equipment operators,Pile driver operators
5609,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Construction equipment operators,Operating engineers and other construction equipment operators
5610,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Paving, surfacing, and tamping equipment operators","Paving, surfacing, and tamping equipment operators"
5611,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Pile driver operators,Pile driver operators
5612,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,Operating engineers and other construction equipment operators,Operating engineers and other construction equipment operators
5613,"Total, all occupations",Protective service occupations,Firefighting and prevention workers,"Drywall installers, ceiling tile installers, and tapers",Drywall and ceiling tile installers
